fingerprint_type,threshold,cluster_index,cliff_nmols,smooth_nmols,cliff_p_mean,cliff_p_std,smooth_p_mean,smooth_p_std
ECFP,0.3,0,182,62,1.040569085105437,0.8645230229821652,0.6266327112709461,0.2549399386609155
ECFP,0.3,1,180,22,1.4686748958640443,1.132179114527467,0.27608796285798504,0.1977656458595713
ECFP,0.3,2,128,20,0.8243864032570934,0.6256893362151287,0.2773929840510169,0.2356401761083276
ECFP,0.3,3,57,17,0.9078179646806147,0.6964339506368964,0.4915024126172566,0.2344314643428023
ECFP,0.3,4,37,17,0.3289882164957931,0.27895509089267373,2.4163279169872034,0.21626663722835626
ECFP,0.3,5,30,15,2.3999992198730813,1.0269686333692414,0.6225879584895962,0.3066297027461537
ECFP,0.3,6,23,14,1.3907034600027273,1.2213363798125374,0.4079256020756497,0.2230349273652092
ECFP,0.3,7,21,14,2.538298515836943,1.0354807609177075,0.6257294645209974,0.29606270292119125
ECFP,0.3,8,18,13,1.310324676831665,0.777823871007032,3.436060068656665,0.22209816855325676
ECFP,0.3,9,17,13,2.4386177052732037,0.9576810956789222,0.29903824010782704,0.24342614950394637
ECFP,0.4,0,148,52,1.3275660569634162,1.000914301125953,0.47901253172629843,0.30285315197360446
ECFP,0.4,1,86,33,1.34510267525436,0.9916982267528052,0.35634855622866135,0.22854000451062975
ECFP,0.4,2,50,27,1.013913837607455,0.5494641000872198,0.6316318386387584,0.2408758072956196
ECFP,0.4,3,49,22,0.6642230872133981,0.5131305980880193,0.27608796285798504,0.1977656458595713
ECFP,0.4,4,47,17,0.887948759483306,0.4520224265549266,2.4163279169872034,0.21626663722835626
ECFP,0.4,5,36,15,0.9533077068251699,0.7276737840662126,0.41827749291824595,0.23527635289675652
ECFP,0.4,6,35,15,0.5146001347837983,0.5325448851626053,0.6225879584895962,0.3066297027461537
ECFP,0.4,7,31,14,0.2802458931645496,0.17598126134729136,0.6257294645209974,0.29606270292119125
ECFP,0.4,8,30,13,2.3999992198730813,1.0269686333692414,3.436060068656665,0.22209816855325676
ECFP,0.4,9,25,12,1.1565838211592443,0.8643038678902751,1.8503412655167342,0.22814976899062492
ECFP,0.5,0,77,33,1.4702845043380568,0.8625418856728951,0.6115452554009945,0.26870477123955466
ECFP,0.5,1,52,27,0.6676435167657253,0.49958853795441555,0.2799956708452675,0.1853053550238873
ECFP,0.5,2,47,25,1.8672161699214298,1.03555961426012,0.6152952048679805,0.2375188137821488
ECFP,0.5,3,47,20,0.887948759483306,0.4520224265549266,0.2773929840510169,0.2356401761083276
ECFP,0.5,4,40,17,0.4100822075477672,0.3583458885360602,2.4163279169872034,0.21626663722835626
ECFP,0.5,5,35,15,0.8237379341230782,0.43507250054384666,0.6225879584895962,0.3066297027461537
ECFP,0.5,6,35,14,0.584860757358985,0.4970128318311575,0.4079256020756497,0.2230349273652092
ECFP,0.5,7,29,14,2.379309537799739,1.0383594895429191,0.6257294645209974,0.29606270292119125
ECFP,0.5,8,28,12,0.9630319693601657,0.6765839402938889,1.8503412655167342,0.22814976899062492
ECFP,0.5,9,27,12,0.5808978844933361,0.5827042890905538,0.27033703707629697,0.23126920834798073
ECFP,0.6000000000000001,0,48,32,0.8865373574000213,0.44739372483587764,0.608813231996775,0.27241927999875004
ECFP,0.6000000000000001,1,47,25,1.2768931523627627,0.8936353857337869,0.6152952048679805,0.2375188137821488
ECFP,0.6000000000000001,2,41,22,0.7722168735863998,0.3978572664665726,0.27608796285798504,0.1977656458595713
ECFP,0.6000000000000001,3,41,16,0.4415607809525782,0.406098269686446,0.32925370271715454,0.23590836263365988
ECFP,0.6000000000000001,4,36,15,2.244850678510136,0.8823703006594144,0.6225879584895962,0.3066297027461537
ECFP,0.6000000000000001,5,36,14,0.6998478964413544,0.5013034078262263,0.4079256020756497,0.2230349273652092
ECFP,0.6000000000000001,6,26,14,0.47580130724174785,0.4202919443399487,0.6257294645209974,0.29606270292119125
ECFP,0.6000000000000001,7,26,13,0.5496321194736375,0.44990005618821627,0.29903824010782704,0.24342614950394637
ECFP,0.6000000000000001,8,23,12,0.9844802510142203,0.5292817093178027,1.8503412655167342,0.22814976899062492
ECFP,0.6000000000000001,9,22,11,0.27608796285798504,0.1977656458595713,0.2799255678225113,0.16551588728919298
ECFP,0.7000000000000001,0,31,30,0.6131809500205101,0.29184648409913344,0.5926053509752514,0.2736594642961413
ECFP,0.7000000000000001,1,31,30,0.6754062632707651,0.2709868992240305,0.6496812043350499,0.23530099410782382
ECFP,0.7000000000000001,2,28,18,0.6419225909551777,0.5093369496061376,0.22866389112899188,0.07003552953772606
ECFP,0.7000000000000001,3,26,16,0.5496321194736375,0.44990005618821627,0.4234869155498543,0.21563402997369202
ECFP,0.7000000000000001,4,20,15,1.2816326613131548,0.9914059233072315,0.6225879584895962,0.3066297027461537
ECFP,0.7000000000000001,5,19,12,0.7271650934419909,0.5274318467213348,1.8503412655167342,0.22814976899062492
ECFP,0.7000000000000001,6,18,11,0.22866389112899188,0.07003552953772606,1.1661793055189908,0.33500856548235974
ECFP,0.7000000000000001,7,17,11,2.3826248242095818,0.720476052564074,0.2799255678225113,0.16551588728919298
ECFP,0.7000000000000001,8,16,9,0.4234869155498543,0.21563402997369202,0.21668060992745442,0.09925419496008911
ECFP,0.7000000000000001,9,14,8,1.1055434984599526,0.3895730770665444,0.2454839740324548,0.15222185502612914
ECFP,0.8,0,13,11,0.6278221023203839,0.37505059814221847,0.6164978262230352,0.2807389153340935
ECFP,0.8,1,11,10,0.836640603701409,0.47613141405683324,0.4046583965100288,0.2704877921397102
ECFP,0.8,2,9,8,1.0087083010818538,0.43389437456718744,0.8942318523792058,0.10618865912377985
ECFP,0.8,3,8,8,0.36564679622836216,0.22785469526457117,0.3750039628207343,0.19377940401695065
ECFP,0.8,4,8,7,0.35077249674798594,0.3042658604159211,0.23149474263654016,0.1578484009865407
ECFP,0.8,5,8,7,0.3750039628207343,0.19377940401695065,0.27186999814170626,0.11591774837738833
ECFP,0.8,6,7,7,0.23149474263654016,0.1578484009865407,0.43023176549850833,0.29427135388432285
ECFP,0.8,7,7,6,0.43023176549850833,0.29427135388432285,0.22114090838645029,0.06445430643737
ECFP,0.8,8,7,6,2.046742490787595,0.4989056278047741,0.3010299956639812,0.17379974903075143
ECFP,0.8,9,7,6,1.0076445396628333,0.4178671997639764,0.5696135145416654,0.13912572799218165
ECFP,0.9,0,3,3,0.5709253105588704,0.17972496039934172,0.5709253105588704,0.17972496039934172
ECFP,0.9,1,3,3,0.5683017185244602,0.08004644508397962,0.5683017185244602,0.08004644508397962
ECFP,0.9,2,3,3,0.27259521862850994,0.14095370643497998,0.27259521862850994,0.14095370643497998
ECFP,0.9,3,2,2,0.18884116958307778,0.008385105124946488,0.18884116958307778,0.008385105124946488
ECFP,0.9,4,2,2,0.3664945458127249,0.20214169002828775,0.3664945458127249,0.20214169002828775
ECFP,0.9,5,2,2,0.1505149978319906,0.1505149978319906,0.1505149978319906,0.1505149978319906
ECFP,0.9,6,2,2,0.4531675209025453,0.03819417293172736,0.4531675209025453,0.03819417293172736
ECFP,0.9,7,2,2,0.6839806372502018,0.19968079790341592,0.6839806372502018,0.19968079790341592
ECFP,0.9,8,2,2,0.13313394470238465,0.053952698654759754,0.13313394470238465,0.053952698654759754
ECFP,0.9,9,2,2,0.18513429103708956,0.09361930991573934,0.18513429103708956,0.09361930991573934
MACCS,0.3,0,750,31,1.251870672606669,1.0321423553929558,0.5960364688255987,0.26986457546328163
MACCS,0.4,0,750,31,1.251870672606669,1.0321423553929558,0.5960364688255987,0.26986457546328163
MACCS,0.5,0,215,31,1.571542236625209,1.158825181774571,0.5960364688255987,0.26986457546328163
MACCS,0.5,1,152,28,1.1820563425069386,0.9217716111420142,0.7208778417163281,0.2324419557930905
MACCS,0.5,2,150,28,1.0048162847151187,0.789571173449635,0.30091757749919007,0.17706566280678415
MACCS,0.5,3,137,18,0.8359337690653876,0.5943889852435228,0.30541109160175495,0.1927854551058354
MACCS,0.5,4,62,16,1.1861974293170765,1.2821200891478357,0.4259702840467525,0.21618733390560457
MACCS,0.5,5,30,15,2.3999992198730813,1.0269686333692414,0.612333634199961,0.30456584970177997
MACCS,0.5,6,2,14,2.258140732734643,0.5574370155896239,3.453689120585641,0.22325855383703894
MACCS,0.5,7,1,13,2.197831693328903,0.0,0.8712766378117716,0.2555859560115808
MACCS,0.5,8,1,10,3.8451600776519457,0.0,0.6564889157368207,0.3200375981689385
MACCS,0.6000000000000001,0,153,31,1.2035501701950955,0.9197107326369024,0.5960364688255987,0.26986457546328163
MACCS,0.6000000000000001,1,137,28,1.5407672515298594,0.9998008890189038,0.7208778417163281,0.2324419557930905
MACCS,0.6000000000000001,2,108,20,0.8301204724944972,0.6228339763029443,0.291067504228922,0.18657060039024048
MACCS,0.6000000000000001,3,102,18,0.8730910749647073,0.706352979427058,0.30541109160175495,0.1927854551058354
MACCS,0.6000000000000001,4,62,16,1.0107048352639345,1.051402446610347,0.4259702840467525,0.21618733390560457
MACCS,0.6000000000000001,5,60,15,0.7767755496085671,0.7140371663222179,0.612333634199961,0.30456584970177997
MACCS,0.6000000000000001,6,49,14,1.7210974661995324,1.2076524871411094,3.453689120585641,0.22325855383703894
MACCS,0.6000000000000001,7,20,13,1.416837636977119,1.3782338750977596,0.8712766378117716,0.2555859560115808
MACCS,0.6000000000000001,8,20,10,1.855220382275768,0.7888814926529292,0.6564889157368207,0.3200375981689385
MACCS,0.6000000000000001,9,13,10,3.4381044451544316,0.2242280436639634,0.2794476421838031,0.16298828609387253
MACCS,0.7000000000000001,0,137,31,1.231197545592448,0.9297292904901122,0.5960364688255987,0.26986457546328163
MACCS,0.7000000000000001,1,110,28,1.647946015725741,0.9971433284099143,0.7208778417163281,0.2324419557930905
MACCS,0.7000000000000001,2,52,20,1.1289109938534017,0.766897975080274,0.291067504228922,0.18657060039024048
MACCS,0.7000000000000001,3,49,18,0.9838564117878281,0.551309101598635,0.30541109160175495,0.1927854551058354
MACCS,0.7000000000000001,4,40,16,0.5499034733140546,0.7385004117240241,0.4259702840467525,0.21618733390560457
MACCS,0.7000000000000001,5,33,15,0.49281010452529095,0.3937590610978212,0.612333634199961,0.30456584970177997
MACCS,0.7000000000000001,6,33,14,0.6391916381932596,0.6273387318966019,3.453689120585641,0.22325855383703894
MACCS,0.7000000000000001,7,31,13,0.6881274263256033,0.5134239507392117,0.8712766378117716,0.2555859560115808
MACCS,0.7000000000000001,8,30,10,2.3999992198730813,1.0269686333692414,0.6564889157368207,0.3200375981689385
MACCS,0.7000000000000001,9,25,10,0.5879023137503424,0.5579152394154423,0.2794476421838031,0.16298828609387253
MACCS,0.8,0,91,30,0.8397502132690685,0.47052502415639347,0.5926053509752514,0.2736594642961413
MACCS,0.8,1,45,24,1.7272458464873037,0.8660579598342399,0.6158704977815358,0.24468529946254966
MACCS,0.8,2,43,18,1.495920471289905,0.9578385665307974,0.30541109160175495,0.1927854551058354
MACCS,0.8,3,36,15,0.9201003006627092,0.5427173356786792,2.384294423096185,0.20756446754163124
MACCS,0.8,4,33,14,2.3144267296235994,0.7947660780304431,0.9812597186475193,0.24792191609105946
MACCS,0.8,5,32,13,0.9499318741524094,0.7766103153473997,0.6445249645396559,0.30523506153659297
MACCS,0.8,6,31,13,0.6320196539383747,0.49273168366656506,0.8712766378117716,0.2555859560115808
MACCS,0.8,7,30,12,0.4116710961697669,0.26519146842509367,0.42850905374036746,0.2126105009830864
MACCS,0.8,8,28,12,0.5921993524302308,0.4635139042656117,0.6078489850799876,0.2943430654993493
MACCS,0.8,9,27,11,2.2962953084307687,1.0148810935663388,0.2801060242406679,0.13392100858465575
MACCS,0.9,0,48,24,0.8865373574000213,0.44739372483587764,0.6158704977815358,0.24468529946254966
MACCS,0.9,1,29,17,0.5364799293051266,0.42953938612342096,0.6842861759075586,0.20703078826189733
MACCS,0.9,2,18,15,0.9608424291922422,0.3526452878954954,0.3772856039048661,0.2580083036074997
MACCS,0.9,3,17,14,0.6842861759075586,0.20703078826189733,0.2629458026696848,0.16400421199320553
MACCS,0.9,4,17,14,1.6648354915378456,0.5729851973634544,0.5020683552844759,0.30996548122727985
MACCS,0.9,5,15,13,0.562928688130232,0.3762035103233918,0.9887672789162811,0.25574261712168866
MACCS,0.9,6,14,12,0.7494523875385773,0.6640651654251707,0.23284815025556305,0.07674711024377842
MACCS,0.9,7,14,12,1.1416160812416567,0.8615058036005803,0.8910939863311201,0.2562467711455071
MACCS,0.9,8,14,10,0.8284571493424416,0.40605511393697774,2.449862030121774,0.1877652397623339
MACCS,0.9,9,13,8,2.4076901920555716,0.9635383326082271,0.9410208947340037,0.27048327929966054
RDKIT,0.3,0,750,64,1.251870672606669,1.0321423553929558,0.6344725773017675,0.25517476834612646
RDKIT,0.4,0,750,64,1.251870672606669,1.0321423553929558,0.6344725773017675,0.25517476834612646
RDKIT,0.5,0,442,64,1.3605213374325438,1.0624474478919228,0.6344725773017675,0.25517476834612646
RDKIT,0.5,1,122,25,0.7675473013415444,0.5521694024704067,0.3199301337459146,0.2038295371732277
RDKIT,0.5,2,105,22,1.3723870933093143,1.0068691256336997,0.27608796285798504,0.1977656458595713
RDKIT,0.5,3,56,19,0.922792380290974,1.043614722684941,0.2776954454232404,0.24175793552884692
RDKIT,0.5,4,12,17,1.2459557733087812,0.8858453449893485,2.4163279169872034,0.21626663722835626
RDKIT,0.5,5,4,15,3.4495556441558435,0.4973640991359554,0.6225879584895962,0.3066297027461537
RDKIT,0.5,6,3,14,0.6658597422851598,0.12028756265647249,3.453689120585641,0.22325855383703894
RDKIT,0.5,7,2,13,3.0215199382521316,0.3568779626960059,0.3329697445118441,0.22829728592482934
RDKIT,0.5,8,1,13,3.8451600776519457,0.0,0.6302819013619321,0.22887274155083379
RDKIT,0.5,9,1,13,3.1705550585212086,0.0,0.4061226665307775,0.2313559526274289
RDKIT,0.6000000000000001,0,205,64,1.5643889395217612,1.1826613583659573,0.6344725773017675,0.25517476834612646
RDKIT,0.6000000000000001,1,148,25,0.9882880199256194,0.7877974442454119,0.3199301337459146,0.2038295371732277
RDKIT,0.6000000000000001,2,112,23,1.252312464278343,0.90031725918073,0.2670325953929353,0.1980271559169378
RDKIT,0.6000000000000001,3,59,19,0.7276597495019188,0.5625597844359945,0.2776954454232404,0.24175793552884692
RDKIT,0.6000000000000001,4,35,17,0.6306967220952676,0.6260123885847346,2.4163279169872034,0.21626663722835626
RDKIT,0.6000000000000001,5,34,15,0.4086366359144237,0.4207656688663388,0.6225879584895962,0.3066297027461537
RDKIT,0.6000000000000001,6,34,14,0.95479349235663,0.4745947172454668,0.4437184229627315,0.2883561038447791
RDKIT,0.6000000000000001,7,30,14,2.3999992198730813,1.0269686333692414,3.453689120585641,0.22325855383703894
RDKIT,0.6000000000000001,8,21,13,0.8703657790265557,0.7180361722979302,0.6302819013619321,0.22887274155083379
RDKIT,0.6000000000000001,9,15,13,0.8849342724721773,0.590208591029091,0.4061226665307775,0.2313559526274289
RDKIT,0.7000000000000001,0,171,63,1.4140112634724233,1.0620083761089005,0.6334488086186839,0.2570615529121128
RDKIT,0.7000000000000001,1,86,25,0.8470630518884295,0.49410222710561913,0.3199301337459146,0.2038295371732277
RDKIT,0.7000000000000001,2,70,22,1.0049076019637408,0.701548546414683,0.27608796285798504,0.1977656458595713
RDKIT,0.7000000000000001,3,55,19,1.679139084797669,1.0670035666052708,0.2776954454232404,0.24175793552884692
RDKIT,0.7000000000000001,4,49,17,0.6642230872133981,0.5131305980880193,2.4163279169872034,0.21626663722835626
RDKIT,0.7000000000000001,5,42,15,0.6553247210762931,0.5096856673717869,0.6225879584895962,0.3066297027461537
RDKIT,0.7000000000000001,6,30,13,2.3999992198730813,1.0269686333692414,3.436060068656665,0.22209816855325676
RDKIT,0.7000000000000001,7,28,13,0.5921993524302308,0.4635139042656117,0.4061226665307775,0.2313559526274289
RDKIT,0.7000000000000001,8,20,11,1.6317293722446977,0.8791054341365905,0.5181372839715159,0.23511687368551462
RDKIT,0.7000000000000001,9,20,11,0.7614233389338916,0.6106023556936835,0.596077563797424,0.2805154758648741
RDKIT,0.8,0,146,63,1.300894614995038,0.9641495779977355,0.6334488086186839,0.2570615529121128
RDKIT,0.8,1,52,22,0.7179254905743502,0.446203448764267,0.27608796285798504,0.1977656458595713
RDKIT,0.8,2,52,20,1.0389620887041575,0.7263593273176854,0.3260116886791649,0.21958275274196806
RDKIT,0.8,3,49,19,0.6642230872133981,0.5131305980880193,0.2776954454232404,0.24175793552884692
RDKIT,0.8,4,36,17,0.8782288753741211,0.51224503160944,2.4163279169872034,0.21626663722835626
RDKIT,0.8,5,35,13,2.213212625950101,0.8745213692325147,0.4061226665307775,0.2313559526274289
RDKIT,0.8,6,28,11,0.5921993524302308,0.4635139042656117,0.5181372839715159,0.23511687368551462
RDKIT,0.8,7,25,11,1.2498406825043624,0.8715936635921182,0.596077563797424,0.2805154758648741
RDKIT,0.8,8,22,11,0.27608796285798504,0.1977656458595713,0.236550908302542,0.14921223333171135
RDKIT,0.8,9,19,10,0.2776954454232404,0.24175793552884692,0.45654764773504997,0.2650438030969461
RDKIT,0.9,0,55,30,1.4943450347367013,0.9348661226876246,0.5926053509752514,0.2736594642961413
RDKIT,0.9,1,44,30,0.8132902386367248,0.3760536758289335,0.6496812043350499,0.23530099410782382
RDKIT,0.9,2,40,17,0.4646315435798082,0.5195399469634421,2.4163279169872034,0.21626663722835626
RDKIT,0.9,3,37,17,0.7063235996996778,0.3647394511312043,0.31390038026768,0.23368328645531156
RDKIT,0.9,4,26,13,0.5967632473945007,0.4126116868233824,0.4061226665307775,0.2313559526274289
RDKIT,0.9,5,23,11,0.9193963532719066,0.46437208930854357,0.40751834722719554,0.23402736492954324
RDKIT,0.9,6,22,10,1.6607227726439044,0.6412256503825239,0.2306700705840666,0.054045002406434735
RDKIT,0.9,7,20,10,0.6365869628128339,0.45951724785568515,0.23010299956639813,0.15502705839838002
RDKIT,0.9,8,20,10,2.136943605053892,0.7144678083747834,0.27905523355802836,0.30569469982667696
RDKIT,0.9,9,15,9,0.8431228855501044,0.9289600370734148,0.6573746405334715,0.2740940587428826
